audioID,speakerID,gender,grade,paragraphID,manualTranscript,SNR_dB
3c29g_EN-OL-RC-234_1,3c29g,Female,3,1,once there लिव्ड a shepherd in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the shepherd took them back home he counted the sheep there were only ninety nine one sheep was lost the shepherd was sad,100.0
3a7c_EN-OL-RC-234_2,3a7c,Female,3,2,he went out looking for the lost sheep he walked all the way to the back to to the river at last late in the night he found the sheep in the bush the bush was full of त्रोंस he got the sheep out and carried it home it was happy he showed the sheep to his friends all of them were happy too,59.44
3a42b_EN-OL-RC-234_1,3a42b,Male,3,1,once there lived a शेप hurt in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शिफट took them back home he कंटेड the sheep there were only nine इटी nine one sheep was lost the शीफट was sad,74.97
3b14h_EN-OL-RC-234_1,3b14h,Female,3,1,once there lived a शिपड in a village he was kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the sheep herd took them back home he counted the sheep there were only ninety nine the व one sheep was lost the शिपड was sad,83.6
3b19k_EN-OL-RC-234_2,3b19k,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found sheep the sheep in a bush the bush was full of thorns he got the sheep out and carried HS it home he was happy he should the sheep to his friends all of them were happy too,100.0
3b23b_EN-OL-RC-234_1,3b23b,Male,3,1,once there lived a शिपर्ड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शिफेड took them black home he counted the sheep there were only ninety nine one sheep was lost the शिफेड was sad,99.64
3a8b_EN-OL-RC-234_2,3a8b,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last ला late in the night he found the sheep in a blush बश the बश was full of थ्रोंग्स he got the sheep out and cry it home he was happy he शड the sheep to his friend all of them were happy too,100.0
3b1e_EN-OL-RC-234_2,3b1e,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush for was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy,69.09
3b22b_EN-OL-RC-234_2,3b22b,Female,3,2,he went out looking for the लॉश sheep he walked all the way back to the river at last late in the night he found the sheep in a बश the बश was full of थ्रोन्स he got the sheep out and carried it home he was happy he shout the sheep to his friends all of them were happy too,77.25
3b46b_EN-OL-RC-234_1,3b46b,Male,3,1,once there lived a स्पॅरड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there of the sheep in the evening the शीपहर्ड took them back home he काउन्टड the sheep there were only नाय ninety nine one sheep was lost the स्पॅड was sad,51.31
3a16k_EN-OL-RC-234_1,3a16k,Male,3,1,once there live a शिफहेट in a विलेग leg he वा अस a किंड and good man he had a hundred sheep one day he took the sheep to their रिवायर riverside there was लोस्ट for grass the there for the sheep in the एवनिंग the शिपहेर talk them back home he count the sheep there were only ninety nine one sheep वा was लोस्ट were शिपेर was sad,96.88
3a22k_EN-OL-RC-234_2,3a22k,Male,3,2,he went out looking for the lost sheep he वाकड all the way back to the river अड लास late in the night he फॉन the sheep in a बुस the bush was full of thorns he goat the sheep out and carried it home he was happy he शोंड the sheep to his friends all of them were happy too,40.82
3b14b_EN-OL-RC-234_1,3b14b,Male,3,1,once there live a शीपहर्ड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was lot of grass there for the sheep in the evening the शिपड took them back home he count the sheep there only ninety nine one sheep was lost the शीपड was sad,52.38
3a18b_EN-OL-RC-234_2,3a18b,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in the बस the bus was full of draw he got the ships out an it home he was happy he show the sheep to his friends all the them were happy too,99.37
3a7f_EN-OL-RC-234_1,3a7f,Female,3,1,once there live a शॅफड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the shepherd took them back home he counted they sheep there were only ninety nine one sheep was loss the शेफड was sad,88.4
3c12b_EN-OL-RC-234_1,3c12b,Female,3,1,once there lived a शेफड in a village he was a kind and good man he head a hundred sheep one day he took the sheep to the river send there was a lot of grass there for the sheep in the इविंग the शेफड took them back home he कंटेड he sheep there were only निटी नाइ one sheep was lot a the शेपड was sad,79.34
3c12b_EN-OL-RC-234_2,3c12b,Female,3,2,he went out looking for the lot lost sheep he वॉल्ट all the way back to the river at lost lot let in the night he found the sheep in a बश the बश was full of ट्रन्स he got the sheep out one he it home he he was happy he the sheep to his friends all of them were happy too,99.5
3a12b_EN-OL-RC-234_2,3a12b,Female,3,2,he went out looking for the lost sheep he वॉ all the why back to the river at लॉ last late in the night he found the sheep in a बेश the बेश was full of थ्रॉरन he goat goat the sheep out the car carried it home he was happy he should the sheep to his friends all of them very happy too,100.0
3a41k_EN-OL-RC-234_1,3a41k,Female,3,1,once there lived a शीपहर in a village he was a kind and good man he had a hundred ships one day he took the ships to the riverside there was a lost of grass there for the sheep in the evening the शीपर took them back home he count counted a the sheep there was only ninety nine one sheep was lie lost the शीपर was sad,53.52
3a27c_EN-OL-RC-234_2,3a27c,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush was full of थॉर्न्स he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,97.61
3d36g_EN-OL-RC-234_2,3d36g,Male,3,2,he want out looking for the lost sheep he वॉल्क all the was back to the river at last at in the ना night he found the sheep in a ब the बश was full of द्रोम he got the sheep out and क्रे it home he was happy he he the sheep to this friends all of them were happy too,87.09
3b28h_EN-OL-RC-234_1,3b28h,Male,3,1,they lived a शेपड in a village he was a kind and good man he had a hundred sheep one day he took the she to the riverside there was a lot of grass there for the sheep in the evening the shepherd took them back home he counted the sheep there were only ninety nine one sheep was lost the शेपड was say,37.72
3d44c_EN-OL-RC-234_2,3d44c,Male,3,2,he went out looking for the loss sheep he walked all the way back to the river at lost late in the night he found a the sheep in a brush the brush was fall of through he got the sheep out and it home he was happy he should the sheep to his friends all of them are happy too,100.0
3b33h_EN-OL-RC-234_2,3b33h,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last light in the night late in the night he found the sheep in a bush the बश was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,91.79
3b5a_EN-OL-RC-234_2,3b5a,Male,3,2,he went out looking from the lost सीप he walked all the away back to the river at last late in the night गी फाऊन the sheep in a bush the bush was full of थ्रोज he goat got the sheep out and carat it home he was happy he shoot the sheep to has she फ्रेड all of them were happy too,96.06
3b10f_EN-OL-RC-234_2,3b10f,Female,3,2,he went out looking for the lot sheep he वॉलकेड all the way blanks to the river at ला last late in the night he found the sheep in a बुस the बुस was full of he got the sheep what out the and carried it home he was happy he शू the sheep to his friends ऑल्ट of them very happy too,75.44
3a41k_EN-OL-RC-234_2,3a41k,Female,3,2,he went out लुक्ड for the lost sheep he वॉल्क्ड all the way back to the river at last late in the night he found the sheep in a bush the bush was full of thrones he got the ships out and cried it home he was happy it showed the sheep to his friends all all of them were happy too,94.23
3c35g_EN-OL-RC-234_1,3c35g,Female,3,1,if there lived a sheep head in a village he was kind and good man he had hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the sheep head took them back home he counted the sheep there were only ninety nine one sheep was lost the शिफर्ड was sad,95.96
3a14g_EN-OL-RC-234_2,3a14g,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,83.29
3d1g_EN-OL-RC-234_2,3d1g,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last let in the night he found the sheep in a बश the bush was pull full of he got the sheep out and it home he was happy he slowed the sheep to his friend all of them were happy too,91.34
3d1c_EN-OL-RC-234_2,3d1c,Female,3,2,he went out looking for the lost sheep he walked all the way ब्लॅ back to the river at lost late in the night he found the sheep in a bush the bush was full of थोंस he got the ships he out and cried it home he was happy he showed the sheep to his friends all of them were happy too,99.5
3d13g_EN-OL-RC-234_1,3d13g,Female,3,1,once there ला a शे a शेप्ट in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the sheep took them back home we he counted the sheep there were only ninety nine one sheep was lost the श्रेप्ट was sad,86.98
3a37c_EN-OL-RC-234_1,3a37c,Male,3,1,once there lived a शिपड in a village he was kind and good man he had a hundred ships one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शिपड took them back home he counted the sheep there was only ninety nine one sheep was lost the शिपड was sad,92.43
3a5b_EN-OL-RC-234_2,3a5b,Female,3,2,he went out look for the lost sheep he walked all the way back to the river at ला लास late in the in the night he found the sheep in a बश blush the बश was full of towns he got the sheep out and cried it home he was happy he should the sheep to his friend all of them were happy too,55.47
3d14g_EN-OL-RC-234_1,3d14g,Male,3,1,once there lived a सेपड in a village he was a kind and good man he had a हन्दर sheep one day he took the sheep to the riverside there was a lot of grass there for there for the sheep in the evening the शेपर took them back home he counted the sheep there were only ninety nine one sheep was lost the शेपर was sad,68.47
3b43g_EN-OL-RC-234_2,3b43g,Male,3,2,he went out looking for the lost sheep he walked he walked all the way back to the river at last late in the night he found the sheep in the ब्रा ब्र बश bush the bush was the bush was फॉ full of थाव थ्रोन्स थ्रोन्स he got the sheep out and carried it home he was happy he शोडीड the sheep he to his friends all of them were happy too,100.0
3d45g_EN-OL-RC-234_1,3d45g,Male,3,1,once there lived a शेपड in a village he was a kind and good man he had hundred sheep one day he took the sheep to the रेवर side there was a lot of grass they वो for the sheep in the evening the shepherd took them back home he contended do sheep there were only ninety nine one sheep was lost the शेपड was sad,56.83
3b12f_EN-OL-RC-234_1,3b12f,Female,3,1,once there lived a शीपहर्ड a village he was a की and good man he had a hundred sheep once one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शीपहर्ड took them back home he counted the sheep there were only ninety nine one sheep was lost the शीपहर्ड was sad,87.82
3a18g_EN-OL-RC-234_1,3a18g,Female,3,1,once there lived a shepherd in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass for the sheep in the evening the shepherd took them back home he counted the sheep there were only ninety nine one sheep was lost the shepherd was sad,96.07
3c40b_EN-OL-RC-234_2,3c40b,Male,3,2,he went अव्ट looking for the lost sheep he वॉल्क all the way back to the river at last late in the night he found the sheep in a बश the बश was full of थ्रॉन्स he got the sheep out and carried it home he was happy it she showed the sheep to his friend all of them very happy too,100.0
3c40g_EN-OL-RC-234_1,3c40g,Male,3,1,once there lived a सेपड in a village he was a kind and good man he had a hundred sheep one day he took the sheep at the to the riverside there was a lot of there for the sheep in the evening the शेप शेपर्ड took them back home he count the sheep there were only ninety nine one sheep was lost the शेपड was sad,89.5
3c53g_EN-OL-RC-234_1,3c53g,Male,3,1,once there lived a शेफड in a village he was kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेफड took them back home he counted the sheep there were only ninety nine sheep one sheep was lost the शेप्वड was sad,87.9
3b36h_EN-OL-RC-234_1,3b36h,Female,3,1,one there live a शीपहेड in a village he was a king किण and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in in the everything the sheep शीपहेड took them back हेम home and count the sheep there were only ninety nine one sheep was lost the शीपहेड was sad,86.61
3b10k_EN-OL-RC-234_1,3b10k,Male,3,1,once there lived a शिफर्ड in a village he was a kind and good man he hurt a hundred sheep one day he took the sheep the sheep to the riverside there was a लोट of grass there for the sheep in the इ wing the sheep hurt took them back home he counted the the sheep there were only ninety nine once sheep was लोस्ट the शिफर्ड was sad,74.9
3a42f_EN-OL-RC-234_2,3a42f,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a बश the बश was full of थॉर्न्स he got the sheep out and carried it home he was happy he showed to he showed the sheep to his friend all of them were happy too,86.48
3b16g_EN-OL-RC-234_2,3b16g,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last लॅट in the night he found the sheep in a bush the bush was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,99.38
3a16a_EN-OL-RC-234_1,3a16a,Female,3,1,once there लिव्ड a शेप शेप heard in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the river riverside there was a lot of grass there for the sheep in the evening the शेप हड to took them ब back home he count the sheep there were only ninety nine one sheep was lost the शेपरेड was sad,70.44
3b26c_EN-OL-RC-234_1,3b26c,Male,3,1,once there lived a sheep in a village he वस kind and good man he had hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the shepherd took them back home he counted the sheep there were only ninety nine one sheep was lost the shepherd was sad,71.76
3b6k_EN-OL-RC-234_2,3b6k,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush was full of thorns he got the sheep out and carried it home he was happy he should the sheep to his friends all of them were happy too,84.83
3a21f_EN-OL-RC-234_1,3a21f,Male,3,1,once there लिवुड a शेपड in a village he was a टाइन and and दुड man he had a hundred shape one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपड टुत them back home he कंटेड the sheep there very only ninety nine one sheep was lost the शेपड was sad,98.3
3c42g_EN-OL-RC-234_1,3c42g,Female,3,1,once there lived a शिपर in a we village he was a king and good man he had a hundred sheep one day he took the sheep to the रिवड there was a lot of घास there from the sheep in the evening the शिपर took them ब्लँ back home he कन्टेड the sheep there we only near nine ninety nine one sheep was loss the शिपर was sad,65.3
3a18g_EN-OL-RC-234_2,3a18g,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,89.91
3a32f_EN-OL-RC-234_1,3a32f,Male,3,1,once there wild a शेफर in a village he वर a kind and good man he had a hundred sheep one day he took the sheep to the right side there was a लोट of grass there for the sheep in the winning the शेफर took them back home he कॉन्टेडन्ट the sheep there were only ninety nine one sheep was लोस्ट the शेफर was said,88.34
3b20g_EN-OL-RC-234_1,3b20g,Male,3,1,once there lived sheep शिपर्ड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the रायवर side there was a lot of grass there for one the sheep in the evening the शिपर्ड टूड to took them back home he continued the sheep there were only ninety nine one sheep was lost,99.62
3c35g_EN-OL-RC-234_2,3c35g,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a brush the बश was full of thorns he got the sheep out and carried it home he was happy he शॉवड the sheep to his friends all of them were happy too,99.08
3b22f_EN-OL-RC-234_1,3b22f,Female,3,1,once there lived a शे शेफर in a village he was a का किंड and good man he had a hundred ships one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेफड took them back home he को कोंटेड the sheep there were only ninety nine the sheep was lost the शेफड has said sad,56.85
3a42f_EN-OL-RC-234_1,3a42f,Male,3,1,once there लिवड a shepherd in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपेड took them back home he काऊडेंड the sheep there were only ninety nine one sheep was lost the शेपेड was sad,72.61
3a19k_EN-OL-RC-234_1,3a19k,Male,3,1,once there lived a शेपहर्ड in a village he was a kind and good he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the shepherd took them back home he counted the sheep there where only ninety nine one sheep was lost the शेफर was sad,48.14
3d29g_EN-OL-RC-234_2,3d29g,Male,3,2,he वेन्स out for the lost sheep he वोक all the way back to the river at last eye लिट at night at lead a in night in the night he found the sheep in a bush the bush was full of थ्रोन्स he he got the sheep out and carry it home he was happy he showed the sheep to his friends all of them were happy too,100.0
3b43g_EN-OL-RC-234_1,3b43g,Male,3,1,once there lived a शेपड in a village he was a kind and good man he had a hundred sheep every day he took the sheep to the riverside there was a lot of grass there for the sheep in the in the evening the शेपड took them back home he counted the sheep there were only ninety nine one sheep was left the शेपड was sad,88.76
3d6c_EN-OL-RC-234_1,3d6c,Female,3,1,once there live a शेपड in a village he वज kind and good man he had हंट hundred sheep one day he took the sheep to the riverside there वज lot of grass there fur the sheep in इवरिंग the शेपर took them back home he counted the sheep there were only ninety nine one sheep was lost the शेपड was sad,86.61
3a33c_EN-OL-RC-234_2,3a33c,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late at night he found the sheep in a bush the bush was full of thrones he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,100.0
3a42b_EN-OL-RC-234_2,3a42b,Male,3,2,he went out looking for the lost sheep he walked and all the way back to her the river at last late in the night he found the sheep in a bush the bush was full of thorns he got the sheep out an carried it home he was happy he showed the sheep to his friend friends all of them where happy too,93.83
3c9g_EN-OL-RC-234_1,3c9g,Male,3,1,once there lived a शेपड in a village he was a कॅइन and good man he had a hundred sheep one day he took the sheep to the riverside there was a lots of grass there आ there for the sheep in the evening the शेपट took them back home he counted the sheep there were only ninety nine on sheep was lost the शेफड was sad,98.13
3b24a_EN-OL-RC-234_2,3b24a,Male,3,2,he विन्ट out लुंक look from their lotus sheep he like away the why eye back to the river at all एल ए टी इ late in the night night he वेन्डी फ ड fund the sheep in a bunch the bunch was of the रम्स he हो goat the sheep out,100.0
3c21g_EN-OL-RC-234_1,3c21g,Male,3,1,once there लिव्ड a शीप्लेड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the sheep took them back home he couldn't the sheep there were only नाइ ninety one sheep was a lot the शीपर was sad,100.0
3d59g_EN-OL-RC-234_1,3d59g,Female,3,1,once there lived a शिफर्ड HS in a village he was a किंड and good man he had a hundred ships one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शिपड took them back home he कंस्टेड the sheep there were only ninety nine one sheep was lost the शिपहर्ड was sad,75.78
3c23g_EN-OL-RC-234_2,3c23g,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last ला late in the night he found the sheep in a bush he बश was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friend all of them were happy too,96.35
3b44f_EN-OL-RC-234_1,3b44f,Male,3,1,once were lived a सेपड in a village he was a kind and good man he had a hundred सिप one day he took the sheep to the riverside where was a lot of grass were from the sheep in the evening the सेफड took them back home he count they सिप were there were only ninety nine one सिप was lost the सेफड was sad,97.78
3d29g_EN-OL-RC-234_1,3d29g,Male,3,1,once there lived a शाफड in a village he kind he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass the for the sheep in the evening the शॉर took them back home he count the sheep there were व only ninety nine she one sheep was lost the शफड was sad,81.52
3b6b_EN-OL-RC-234_1,3b6b,Female,3,1,once there lived a शेपड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening he शेफड to took them back home he count the sheep there were only ninety nine one sheep was lost the शेफट was सॅ,100.0
3a19c_EN-OL-RC-234_2,3a19c,Female,3,2,he went out looking for the lost sheep he वॉक्ड all the way back to the river at लेस्ट late late in the night he found the sheep in a बश the बश was full of thorns he got the sheep out and carried in it home he was happy he show showed the sheep to his friends all of them were happy too,66.74
3a51g_EN-OL-RC-234_1,3a51g,Female,3,1,took शेपल्ड in a village he was a kind and good man he had a हंडर sheep hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपर्ड took them back home he counted the sheep there were only ninety nine one sheep was lost the शेपल्ड was sad,99.05
3a39g_EN-OL-RC-234_1,3a39g,Female,3,1,once there lived a शेपड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there फॉ there for the sheep in the evening the the शेपट took them back home he count the sheep there were only ninety nine one sheep was lost the sheep शेपड was sad,81.65
3a43a_EN-OL-RC-234_2,3a43a,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a बश the बश was full of थ्रोंस he got the sheep out the carried it home he was happy he showed the sheep to his friends all of them were happy too,92.68
3a4h_EN-OL-RC-234_2,3a4h,Male,3,2,he went out looking for the loss sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush was full of थरोन he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them where happy too,61.03
3b52k_EN-OL-RC-234_2,3b52k,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last ate in the night he found the sheep in the बुस the bush was full of थ्रॉन्स he got the sheep out and carried it home he was happy he showed the sheep to his friends all all of them were happy too,95.0
3a20b_EN-OL-RC-234_1,3a20b,Male,3,1,once there live a sheep here in a village he was a kind and good man he had a hundred ships one day he took the ships to the river there was a lot of grass there there for the sheep in in the evening the sheep सीपहे took them back home he he कन्टेंटेड the ships there were only ninety nine,100.0
3a8b_EN-OL-RC-234_1,3a8b,Male,3,1,once there lived a sheep शेफर in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the रिव riverside there was a lot of grass there for the sheep in the evening the शेफड took them back home he counted the sheep there were only ninety nine one sheep was lot the the शेफड was sad,100.0
3a30b_EN-OL-RC-234_2,3a30b,Male,3,2,went out he went out looking for the lost sheep he walked all the way back the to the river at last late in the night he found the sheep in a bush the bush was full of the of थॉम्स he got the sheep out and carried it home he was happy he showed the sheep to his friends all of देम्स were happy too,92.5
3b7c_EN-OL-RC-234_2,3b7c,Female,3,2,he went out looking for the lost सीप he walked all the way back to the river at last late in the night he found the sheep in a बश the the bush was full of thorns he got the sheep out and क्रड it home he was happy he showed the sheep to his friends all of them were happy too,69.66
3a24b_EN-OL-RC-234_2,3a24b,Female,3,2,he went out looking for the lost sheep he वालकेड and the way back to the river at ला lost late in the night he found the sheep in a बश the बश and full of थॉरस he goat he the ships out and cried in home he was happy he shout the sheep to his friends all of they very happy too,100.0
3b23k_EN-OL-RC-234_1,3b23k,Female,3,1,once there लिव्ड a शेफड in the in a village he was a kind and good man he he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेफट took them back home he counted the sheep there were only ninety nine one sheep was lost the शेफड was sad,81.86
3b14b_EN-OL-RC-234_2,3b14b,Male,3,2,he went to looking for the lost shift he walked all the way back to the river he at last late in the night he found the sheep in a बश the ब बश was full of स्ट्रोन he got the sheep out and carried to home it home इ was happy he show the sheep to his friends all of them very happy too,86.97
3b26k_EN-OL-RC-234_1,3b26k,Female,3,1,once there lived a shepherd in a in a village he was a kind and good man he had a hundred ships one day he took the sheep to they the to the riverside there was a lot of grass there for there for the sheep in the युनिंग the shepherd took them bag home he काउण्ड the sheep there were only nine ninety nine one sheep has loss lost the shepherd was sad,74.79
3b14h_EN-OL-RC-234_2,3b14h,Female,3,2,he went out looking for the last sheep he walked all the way back to the river at last late in the night he found the sheep in a bush the bush was full of thorns he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,79.27
3a3f_EN-OL-RC-234_1,3a3f,Female,3,1,once there लिविड a शिफेड in a willing he was a kind and good man he हाड a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the winning the शिपेड took the them black home he counted the sheep there were only ninety nine one sheep sheep was lost the शिपेड was sad,87.58
3a21b_EN-OL-RC-234_2,3a21b,Female,3,2,he went out looking for the lost lost sheep he wake all the way back to the river at last last in the night he found the sheep in a the बोस was full of he go the sheep out and correct and he in it home he was happy he how the sheep to his friends all of them were happy too,100.0
3a1f_EN-OL-RC-234_1,3a1f,Female,3,1,once there lived a शेपट in a village he worst a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in a evening the शेफड took them back home he counted the sheep there were only ninety nine one sheep was was lost they the sheep was sad,67.39
3c56g_EN-OL-RC-234_2,3c56g,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a बश the बश was full of thorns he got the sheep out and carried home he was happy he load the sheep to his फेड all of them were happy too,88.03
3a30c_EN-OL-RC-234_1,3a30c,Male,3,1,once there lived a शिपर्ड in a village he was kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lots of grass there for the sheep in the evening the shepherd took from back home he counted the sheep there were only ninety nine one sheep was lost the shepherd was sad,93.14
3d48g_EN-OL-RC-234_2,3d48g,Female,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a बश the bush was full of thorns he got out he got the sheep out and carried it home he was happy he showed the sheep to his friends all of them were happy too,80.5
3c27g_EN-OL-RC-234_1,3c27g,Female,3,1,अरेस there lived a शेपड in a village he was a kind and good man he had a hundred sheep one day he he one day he he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपड शेफड took them back home he counted the sheep there were only ninety nine sheep ninety nine one sheep was lost the शेपड was sad,99.45
3b28h_EN-OL-RC-234_2,3b28h,Male,3,2,he went out looking for the lost sheep he walked all the way back to the river at last late in the night he found the sheep in a बश the बश was full of thorns he got the sheep out of out and carried it home he was happy he showed the sheep to his friends all of them were happy too,46.4
3d32g_EN-OL-RC-234_1,3d32g,Male,3,1,once there lived a shape in a village he was a kind and good man he had अट hundred sheep one day he took the sheep to riverside there was a lot of grass there four the sheep in the evening the शॅट took them back home he कन्टेडेड the sheep there were only नाइटी nine one sheep was लॉष्ट the शॅप्ल was sad,65.09
3b8b_EN-OL-RC-234_2,3b8b,Male,3,2,he went out looking of for the lost sheep he walked all the way back to the river at ला at last late in the night he found the sheep in in a बश the बश was full of thorns he got the sheep out and carried it home he was happy he show the sheep to his friend all of them were happy too,100.0
3b44k_EN-OL-RC-234_1,3b44k,Female,3,1,once there lived a शेपड in a ली village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपड took the took them back home he counted the sheep were only there were only ninety nine one sheep was लोस्ट the शेपड was sad,76.64
3b29a_EN-OL-RC-234_1,3b29a,Male,3,1,once there lived a शिपर in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot for grass there for the sheep in the evening the शिपड to took them black back home he counted the sheep there were only ninety nine one sheep was lust the शिपर् was sad,78.0
3b36h_EN-OL-RC-234_2,3b36h,Female,3,2,he वेन out looking for the lot sheep he walked all the way back to the river at ल last late in the night he found the sheep in a bird बश the बश was full thorns he got the sheep out the रॅक it home he was happy he शूल the sheep to his friends all them were happy too,69.74
3b11g_EN-OL-RC-234_1,3b11g,Male,3,1,once there lived a sheep heard शीफड in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the री riverside there was a lot of grass there there for the sheep in the evening the शीपहड took them back home he counted the sheep there were only ninety nine ninety nine one sheep was lost the sheep head was sad,77.32
3a34c_EN-OL-RC-234_1,3a34c,Male,3,1,once there lived a shepherd in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the shepherd took them back home he counted the sheep there विअर only ninety nine one sheep was lost the shepherd was sad,46.13
3a27f_EN-OL-RC-234_1,3a27f,Male,3,1,once दयाज lived a शेफड in a village he was a कांड and good man he had a hundred sheep a one day he took the sheep to the riverside there was a lot of grass there of for the sheep in the evening the शेफर्ड took the them back home he counted the sheep there were only नाय ninety nine one sheep was lord the शेफड was sad,75.22
3d31g_EN-OL-RC-234_2,3d31g,Male,3,2,he went out looking for the lost ची he walked and all the way back to the river at last late in the night he found the sheep in a बश bush the bush was full of टोन्ड he got the sheep out and cried it carried it home he was happy he showed the sheep to his friends all of them were happy too,100.0
3a48f_EN-OL-RC-234_1,3a48f,Male,3,1,once there lived a शेपर्ड in a in a village he was a kind and good man he had a hundred sheep one day he took the sheep to the riverside there was a lot of grass there for the sheep in the evening the शेपर्ड took them back home he counted the sheep there were only ninety nine one sheep was lust शेपर्ट was sad,65.17
3a35b_EN-OL-RC-234_2,3a35b,Male,3,2,he went out looking for the last lost sheep he वॉक्ड all the way back to the river at last late in the night he found the sheep in a बस the bush was full of थॉ thorns he got the sheep out the carried it home he was happy he show शोल्ड the sheep to his friend all of them where happy too,100.0
